customer_id,date_registered,gender,employer,job,age,salary
0a657d74-2476-4381-a98a-bffa72149a43,2021-08-21,M,03b4f839f3f411aff5f62c3fe427f543836c62bbbc561431833dc7c9494885db,dfa1510bc174daddb16ab9b593c4cdd527125885eeacff928b98a81498f00ea2,40 - 49,68000
d1aa82a1-617d-48cf-b2e9-c89174d537b8,2021-08-22,F,73547d3c7288d33a7eb6a715082d7a9d99bbb054267d495737f712db25ef62ed,ce0f844df266a20cc3305c6ed6307fe221f9c9c405b076ff9450a2bc3d2bc701,30 - 39,140000
56c75862-4729-4cb6-8b58-a96ac2c811e0,2019-07-18,M,0f63025cda40b9f6cb071f7444767798068f62c6c61da05e03661096fae466c4,61e80473ff847b0b6382949c9b1b4d24beae094431f4a31542e29e29bacf4689,60 - 69,75000
ed0f8007-ec29-481b-bca7-bbd7736624d0,2020-07-01,M,e40bdcf77576e4468019826b09f180f7d775ad13964e78f9fde392ac2024893c,65d3dcc7a9a5b50bc371a620d21183b6b700c928d38fef94d93df2d64d1c453d,30 - 39,92000
27bc967a-42c5-4576-9356-f9713ee98765,2022-05-09,M,2a00c17172f2bdd057013ea4e0ff10433016a89619b7abef48e18a5fd521f629,009f300c918460c36693fb3269b19faab2c6d5fc59edee100c57f0a2449082ab,60 - 69,123000
a13e6d8a-1b1a-4803-af7e-f646d486773e,2022-06-21,F,ccdb53749d1c32a41c00c6e72c89e4d8732bbf4684a86b185e8a52e0d1933494,287a253718e408f963900641251c45b8cd0750a22698f7959e98f1300c93cb96,20 - 29,110000
40eba54a-a028-4397-8729-b53df9c2b114,2019-08-24,F,1b93d6676862922fd2ea2a35b97ba62d8b2e28d315cb72394bbdde1e067e320a,a631bbb2c8ab86647766ceab424a5278942fc7881f10ff4c6c540269ccef3add,50 - 59,55000
0d206e0c-2641-4a08-be21-ed5e5d1c384a,2021-08-18,F,128fc8ed89990565e06f785c23f8171e4f080004fe4695cc05475383d8c277dc,4c016fbc9c6e6ae8138ade35ee95386deccae960ce884157aaf6f7bf26ce0b75,40 - 49,20000
956039c6-6276-4034-9074-7b2d4a3d204d,2020-04-25,M,2fa03111be44ce703d6a017c571691b7cc797fcbb3df328dc03efd6df74dd280,4324fa21c43c3efd6e493c246807b22d1df007f0a4cdc997db685f70b0795552,30 - 39,230000
6b6207fd-7226-49ae-a1c7-2bd1118383ee,2019-10-14,M,3a74b08265693b4a9c512ff8812464c0f6e0799ed19ee8cf5e43c722c5a8fe15,03d57a5ce4504a6c5d60f37bcce4d78bfb85bcec2fa32c7f77a399866ffc6c73,40 - 49,150000
4f18395b-b0e4-440b-82dd-2c356a9fbf58,2020-09-17,M,4efd1d58a626f0c05d3ae87f3264c8d10e3b88463e1c407ad949d09cbec7b6dc,a0204120ab32e6f2f7892225426d1bb7de60687685c19fb24d5156ebfd2455f0,50 - 59,112000
52980958-5053-4faa-9e9f-562734bf7cfc,2020-02-23,F,7134ea041bcb31672ea6255dda8acbcc78aeab0d44867fc88d53837eab1f967f,3683139e9eb399ad91f4604d5a8eab6c3269add6cffc7dea4dc04ea3e672eb28,30 - 39,24000
eb129918-b2b7-4113-9887-199f402476a6,2022-01-25,M,60e6a1c427a7186fef8c7cfb95113e8b6e1e73693b515f230156210259a3a36e,a07a7f58773543606cf6f3b1ce821c8a39f677c7966d5fb58152d71423332d45,20 - 29,42000
7fd45b4b-7498-455c-9a92-778dcfe26964,2019-11-15,M,18483cfa5daec67915795870fd36cfc7b71b22f9f41508cb924dbf362a99466a,ba824df2c0a6622daa1bbe294428dce1c55a21f12cc94d31b7445b8f44da56d1,30 - 39,120000
24df512e-4d26-4ea5-9cd3-784c3b8e8b94,2022-06-01,F,b4dec4dfb12a8ccbc2c8592252228a3a7964d94606995f02902a99305e158bd0,877fec15b87710804c1985155c5e96e470706f5f28def3ee3d593fc0ea38cad2,50 - 59,102000
b4361de5-a620-4e4a-be8e-e3a6bf7a2bc8,2021-11-18,M,d5c4d417cd9f4fc8ee30f5ab1d5069e621904942f8369d0fa1c2c3a24c0ba60b,3683139e9eb399ad91f4604d5a8eab6c3269add6cffc7dea4dc04ea3e672eb28,10 - 19,112000
3d1570c0-1ed3-4a5c-9fa5-1f3cc42f47c5,2021-02-16,F,66bc7190da652e1bd9e60915a106d57a07d51ad7482dcc302eec9ba711135818,6f8d0eb9d900f0cf1fc9ab42224120fada8791e89a8e74ab054e3ece45458501,40 - 49,102000
95e82636-6b77-4bcf-be39-41eabe0cf3a0,2020-07-27,M,432a0543fa6e4058fe095ac43644085f0c937c26fe551b149e542e6c98f6f4a7,56db875c026dc13a5f4e94dcc888ac5bdf4d4ec3be4e93864a3a90ac266974dc,20 - 29,68000
b350d27b-06d9-4c93-88a6-e596d32d8538,2020-08-07,M,4265bbc33532fa2402588269e8a48f26f21928063a8130bc2b67e8e78b77efa8,db4ce8a2efc758132e71cecbdbd720030e616a3a3954fc13981d596139ff511c,60 - 69,42000
e139b16e-1428-4cf6-b934-20f9c0a1417f,2021-07-21,M,60f8d21675957d1159065cab62263050a6be7d0354684d755ca4ac0d74e12a29,644d3bc0595266ff3067f5bed95125de9335deea39b2bbeda3c3ca0519271f64,20 - 29,175000
b3a195bf-69d3-4c4f-903f-a0fe8dcf7bae,2020-06-13,F,c1e9af4958dbd59b41a850dcb2cda07c0a33189e6d2ee193dc18684fedb4ec83,1aebe529fd2a45a19fd98015ad3779c06483a5d31dc98031e44ee2b0bbc39670,40 - 49,167000
f07f2a55-2f8e-47ce-9488-382d09a2f291,2021-10-23,M,9b668d1392cc194b076a5b81e3c2fd2302d1b9d6ff45354df199145156275c2b,0999835115791570c9b810555b453cb633979be977458aae05d87bf743cf384b,20 - 29,172000
c01bcc21-2dbf-4621-893d-587d90801d04,2021-06-01,F,4dd5ed12b7bb473d2dcceb2bf1fd0c7fb0c26ec5648a068dd3fb6fc2fab6763e,6370186aa8540d8126a3f250148b0ac244f871ddef4355f897fb1f3bb3227932,30 - 39,46000
886a9f0b-a36d-475d-877f-b63420422209,2021-09-24,M,755858fc881f85e64e12c8dcc86216633a52fea0f2eeadaaf962fd26b5b38573,b96079bcd97cbffcc39c34695a2ec3022511d6d6fbb0ecf959e82da911c3c4d3,20 - 29,125000
9fdd5669-1dbd-416d-8f83-220c0c99d324,2020-07-31,M,8fa0d31e436b4a78cad647fd927cfa8e7b76c7e6b717fbee2b821ec626581c91,0b3d41dbe037a9c79e6bc0d04e3e6d1db9b30dd34ed77b83f0a595c4cde8ba60,10 - 19,42000
2e647937-35eb-44b8-b80e-fa9460a3efa6,2022-02-18,F,c69524e1685e7ad22e002aac99374f5af75bf5fa44d2e327db2e3763791eff1d,7d5e2c7518305ed2b80bf0c7c7d1ba1bfac756462323dfad76a09bea125d3067,60 - 69,189000
48b80363-4ee9-460a-8427-8dba02eb975d,2020-09-18,F,51729fafbd47499f89c12bd1ef1f9eaae31d63bf220ced9d10001430a6d71852,2c7261dd24daad170440598152ae7955a6d0cf78b8d92c5b6932aa243527a1fd,20 - 29,243000
80d7979f-7467-4d3a-80ef-be00c0eb7676,2021-05-07,M,5235903339277a1cdec3a09e534d7529bb84647404111906c49425e870209ac0,5c60f87226e5784658da4448aa52c70a7493dd9f108b99b8fbcf47156a90dce0,40 - 49,32000
d7e0faef-f1c9-4447-b2df-6de6d7cf4260,2022-02-18,F,9baefa03087bf8bc107e0b3124aa7d4cebdc8c223f972e092d116fbef3f6f90e,b5ffc98ba498dbd2bd27673230b0c81dd5404884832443ef50fd7fe366c12886,40 - 49,21000
e7f31b0c-d95b-443a-9b05-d713e9ef8ebb,2019-10-17,M,d28d0eb696e012df3cb676a41ead711ac480b47f0453f91118ef5f6c0da2d22b,db6d004badd2b8bda383c29c84f45d8e950c1a67271296226f33673241db611c,40 - 49,25000
70c91ca4-3d9e-4b77-885b-3e77015dd6a0,2021-09-30,M,9aa9b683837b26e833d0a1a39fdfbb9076cec961d1791af0d97d5f08de72e500,ab3450f18b8b0a981858da3b3e5d8d80b9a716f59d18f4d738492a9c7b50f3e1,60 - 69,106000
25408b35-2c55-4bfb-8e16-af8aef8dab5c,2020-09-30,M,c74c3f71ad3749d448ae038df4a76c06ff664fda92ef9ec8d6179377537d1401,a051e2474a1cf5ecc45ac02c4dfdc70991ba317b75b74c3afe50e56209a87ab5,60 - 69,132000
c8be4290-28e5-4373-a0ae-cdc2e413d39e,2020-03-20,F,ac283d1a54322375819e1ee75731a3d0d49cbd0ef6f7fa5cf2f71d7d0bf99f2c,2c68a3a3063d075510cbc6257aae4303f5ddabefb8c47824e8851c9b928825c4,40 - 49,199000
78d6a419-59dc-42ce-82b4-6890f9495770,2022-04-01,M,84bee333ca582b9203fdfe7b84792c9a50697ab84ab0ef7edc703339c360033c,7c62eff60f113f434153f0519249d54846fcaa918843251f65754c24cd04b4c5,20 - 29,56000
9a31c3cc-9e4f-4302-9353-7d8a930d6070,2021-01-20,F,5db3fc70ad23f02a5e1622fc765d4ad464eb9a99a7efbb5612ace92fa4db15b8,4ac7ac83c5fef5f4bbfee68428d2704458339244bfe3d4a337c7cb40f477eb62,30 - 39,84000
e8aac636-0de0-4242-9d34-ec3ebba4eb3c,2022-03-31,M,9e013ee88999e4050d7f3d636011e4ed0279f51efadd95cf19dedfd8c3e26656,8a2730249a98d7f1e1f9768a6f6974ebafef3e1650baa8b720c90eeb27946ccf,60 - 69,65000
d789cb77-4592-452b-86d6-eaf1711c9495,2019-07-29,M,b5c9ed33292a9ac024531a842fa8c39914f1434cfa349bf14bcb22c7cf104870,48413ed653b158d0d86330c7e762b35435d04f5c44522901d819fba30ec42a1d,50 - 59,157000
61ef0b1c-1f41-4333-b772-92f7a79b2dc0,2021-09-03,M,5e2fd6957dd7e4b2a5b0a4b32bb279d0e7098d8495e8999510897d467363fa59,4a4c4be9afb273a358e9a9bab5d8e4d119dc7129962ddc4b16b05fd2897f538c,50 - 59,25000
c22cb613-4b52-4b21-9f0f-be78bf7a2034,2022-01-31,M,f5624e876e603feb01d0019286a4692a5b315f72d7297dfb7ecb197108152298,2f353bbe3c1ea04e30f156e513d5f846d05212eee1fa19847ec2c69831f8587c,40 - 49,41000
039d6115-45e5-494c-aef3-e06890707dda,2020-04-11,F,13a9ef89b1039dd4e996f58b5561c8e2671c11d480c360780e1f1597405916a2,d3cad86ec07d47056426e74f5edac6eae23f61a7640da189f7a93c41c2d93a34,40 - 49,29000
f7a848be-2e7a-4568-bfcd-240124936a38,2021-03-02,F,f77fc3751251add608f5020e73427dff9b305ba2dc6c63fc831547cd77941646,ad7251c5301f17da8a8b0afb90a5a840d97a3007c60530c7b5956deecbf6a46c,40 - 49,53000
6e7a1bb9-942a-4b1c-8d59-e4041b515b11,2020-05-19,F,0c7bbb4a53ca38f8b117d239fe6b31c457fb86962a0ea1d0f715b767090b786e,eb56412e5f983df954626de6ea51cbf51f671680118f4aa3d6ed7545ad919229,40 - 49,119000
3b4022d7-61ea-45b8-8c2c-dec905e79b09,2019-12-13,F,468415b818308a6f7ab2a6842e4feb0729b97de42191e863c975a421e47cd4d4,3e541bdc4959b76ce659a5e377ee2b90d15c6c17ab4035e2328c9c2933ac843f,40 - 49,228000
a83c87e2-dac4-445f-95a6-34f24a0540ad,2021-06-29,F,128fc8ed89990565e06f785c23f8171e4f080004fe4695cc05475383d8c277dc,bed3482eb7d50759858390ad0bebe9d687a6e243d0cd10e960d0b4c7e39f2417,30 - 39,72000
f39a1fa9-84e0-48d6-9fdd-06a2d424ba36,2021-07-28,M,136412fe38f580bf9451109c5dcd0bc8f3d6174e6d2eb155b3ecfd1033cba35d,59b7ee63f6b6c45ccab8b8671c70c775402221f0e6fed0b7bc1c345000ac5c11,50 - 59,20000
87086810-c313-41b4-9f88-c9e0f6d01c43,2019-12-19,M,7ecc6f3ac667145a2481717ae1413a882a2450365d5e306c1426eda451590849,8cf8c31bf1138c1193a7fc1de4fed3419e97dd86bda650ecef3ea42363c4732c,30 - 39,82000
6634a9db-8a87-46f2-b0a9-afe686db9391,2019-09-05,F,18e2f1ef35ef17c3a1d14b59e15af196979aee18ea468d37ae8d7d3b6e62e2c2,ed05eef15ca285e1755f27e746b95211e6932e1c783878abb238ae860b8f3552,40 - 49,81000
c5433037-9b0b-4419-9a3e-12f6fdb6346c,2021-05-15,F,15917f77085bab76e5549b59a89ecda25f5c83b6a2e7cabdaada39c6f8b8a4a2,582f9b4f18072176176cf9c9a3c9a23b47a64722c519ea3a7c281750b372e369,40 - 49,164000
a6cd85c0-216f-400b-b7bf-feb768ffe88a,2020-09-10,F,29a45934ba19192b947181e9a67e7d5dccab5d1dce15f2533201571735f95876,dd32eccd665d5030e314dd6c3cac8c3e6eac59e63c94a0e419a79d9822a5cf93,50 - 59,183000
c0ba71d0-2d79-42be-9357-d9438c6cc1cf,2021-08-12,F,40bc962c5c575d2d33e8212b9cd86f636f39a37d45c182efd2dea86f52480bdd,6003c7f0336b089971f7c2f10b212749f385341133e60d1cbcb08c224460d89f,40 - 49,186000
67f5d88f-6986-4336-bc2f-d277af788c5b,2021-10-06,M,c1b7a832b6d0dad5f97e929352f7cdec12cac8be8045a0f7f69d1c5edaf72a49,dfa1510bc174daddb16ab9b593c4cdd527125885eeacff928b98a81498f00ea2,60 - 69,91000
23061a55-7d01-4872-80a2-8a69f362a7ec,2022-01-21,M,6b451bb8bbc9c21e6114816cd1645b8139f74defdfde9d1afd9a13c090c09b8d,4ae1ea26d6597f58b46de7cb13f8245722b216d7dec99d26df0f052076d4c483,60 - 69,206000
8de37534-99c7-49f8-895c-ff9ff1e9c889,2021-01-28,M,9bb05314bcb01a159747fd6c6bf7495325e407ac2c0c1eb1dd10b2d91fe4622c,0741a02d4437ec574ea49e65fbd43d886c6305e47d427b34bdb563316b8fea91,20 - 29,131000
c5b4a175-c314-4255-984e-d44be0550d20,2019-09-27,M,6b566309ee34e50cf8341d486bae838cf5370008baa5008085e7a328eb0e1cc2,a10e45a0e135a553a1f318ffa6f2679947aa5d10834fd283b2460bcad39a81f1,30 - 39,209000
8537113f-fa9f-4d08-a492-841cfed52318,2022-04-09,M,5d4901415274655cdd287b4fbc6e652a0b15a13c127e2339ffce3ac3a6fc8fa5,85470b6b34b8d450e41ca55678af68f218c2eb4e00a93c62c41615d6dfff1c24,20 - 29,133000
87a6d363-4324-413f-a342-538b1234e991,2022-06-16,F,6a0f80dc0738b279412df11329a732a0e03b8bbb9d9a53a3ca88fab628f4eb1b,6a164140a26b234ac36b8df9f0c99f8db057dcd60e3e34f3a4a209f90bb353bb,50 - 59,87000
a6583a99-39fc-47c8-b6c7-ec066628e321,2022-01-11,F,15743db294bf8cdd9cd6b458d476c68b5f696c8bcdc06bc69a6c3faf84daef79,2928078ccf6a3fb6285066fda6185bcaa3d291b5a6b0ec55c894cb3be412e877,20 - 29,185000
a6c9999c-550b-44f5-854a-3effe03f38dc,2020-09-16,M,eeb970c70cc1940c8c6607074ffda8d51622107691ff2cae3d31267a2b94d3e4,48413ed653b158d0d86330c7e762b35435d04f5c44522901d819fba30ec42a1d,20 - 29,56000
43bb71bc-e600-4a4a-8fd0-ae51a9e798fa,2021-10-29,M,f9d38f2b998997a9eebed282a709da025e8a086437bb0a0a86429a015ffd826d,ba1058c1fd898f1c93b5de3ef8f124ed27090eb5c1f6edfa23be54b1190e27b6,30 - 39,178000
25d1cfad-32e7-4d86-ac11-0c6286d5fe1a,2021-02-04,M,20766024b7babd32e3854d555a6d29ce6fdd3ec3bc4c8ddfae850a55218780b2,3c54f839780a1c51d8459937679b41b9ac70210e30c94f26a8871e3e65b2b7db,30 - 39,194000
f661d221-825b-4e5f-b7b5-dbbf2b97e6c1,2021-07-18,F,f095d5dd51eb30510f2cb2a14194b2c0eb4a19cb5f0bd452349375e04fb0d0aa,a8bef0a83b99f64b295c8a3cd091aa0bf0d94dc5346a6658598df2970bca4472,50 - 59,40000
825682ae-a291-4597-b134-bbada07307ac,2020-02-27,M,e3cc51349b0d212f5eb76bccd836231ce7e2ca615534944b5587c0b8045a0d66,6c83b585d7b5ea3e0c7c84c9070d43e670f48d0c01b5ea0a28cf237fffdb6271,30 - 39,53000
a10fdca2-5a2f-4bd0-ba81-88dcc0b79e7c,2019-11-13,M,78089fae9c58522c161f4d37b20aa9159ff85c2d546ad2709b14d534350af6d1,f58e92b70363378229a005cb9033afce9bca75a1ab2343c567d6db1fe37ef4de,20 - 29,192000
5f6e77f1-3515-4106-b947-d17340f95d7c,2019-07-17,M,538ae7fa8191a1f4e0b7dc005879f2101cd947a4b607034eea276d7fb2d69a5e,6c1fa3bf67715ae9b3460290ccd68338a2ed0dedf0ecc31f43558cfd93d40852,50 - 59,171000
6b1bbfd9-6787-4461-b0aa-7be763e5ec3a,2020-02-01,M,90b6b5b1fbbc75363f14b0a5898bebc3e17399e784f7c30bead84a0b7212ba41,2bc6b2f6f99b25454a0c6639037be112ebf28a8f203d532dbbec610030f1d72f,20 - 29,178000
f4e710e9-d085-4ec5-859a-cf3234bb1ba5,2020-04-28,M,d72b5e34aff57fbf4900cb461e89bf199958d03af27ade082661a8278804fe56,2c848bc141a50b447d39aa8a44a824851e6d72adb490cf73260f0bea8736e0af,30 - 39,31000
11595331-1a4a-4bd0-8116-8842011c195f,2021-05-16,F,6423632b0624135238752b169ce689abe451ff95d6a810cf694094ce38a9e5f7,7c576cc0907fc708040f6ff3c388474a1dc530d860700ca508b133e52132eb98,30 - 39,85000
aa4502f2-b938-4d2c-8039-5efeb19b1271,2019-08-02,F,79d11c6e91ff070ed94e4d7f05f7b556a4df12bd335db8f4b45f3114ff9d56f7,b552b8fa587645c17208ceb7b215ea95e9a0a6900997c55a91fd32ae1f91633d,20 - 29,167000
84fa318f-3f50-4358-bcff-8ffffa17a69b,2020-06-14,M,17a286d26282d77a67a9f302fc7a0a07758cb44f3f97318166376a0cde66c633,90df5a9dbb48b6f28de45bbe6c6b570e5272dd7ccfb69c63bc2560efada90e19,50 - 59,228000
1fcc26df-117c-4740-b90e-6138ca0770d7,2021-07-14,M,83791e9bca5f4ca20a3ab08079ceb2d823b18a743a5fa92ebc27957bdcb64ab0,bfb8f11a4ecb84a3bbe1eb781ec358e87d67774a77410154ddfdca77b164458c,10 - 19,114000
2c08e5d4-eff8-4a29-8d62-613cabaa5013,2020-10-26,F,db08fbf980dffd0598a42548a5594605d06ba54d3ef78b01d5bda373f897f755,34437c3150c914c0a6b25c085599eab69d27f71f91ecb47f1c3b5c7aba703114,40 - 49,213000
f4ed4c1f-5ad6-4bff-afc9-65147d418741,2019-07-06,M,e2c98c13bdf3d97b5069c9783b31aa3717110027fea50fa37a545a3a42366f3c,b5a35e9b5b6a6c7653a2bf60c2a5443924d0e74ee349b6e91701e270ca5938eb,50 - 59,134000
22bb76a5-ae6a-456c-b763-451fa5e65ac6,2020-06-07,M,20eee2f511c380a68abcb338a68978ce1b759039eaf78d6bd218e129072d224b,376f94d2b9cac9cb023bdf742579fd3169b2436d1343c6c6e42d51308226a4b2,60 - 69,137000
03575799-b4c4-42c5-921d-c83c9ec95613,2020-10-24,F,b406cc84955d4f5e29dd8018b3ef834418fbd3d436e220de6d048fe2f7d06331,8e7c9ef8880673ca26e4c166171f84dd7ec02eabd9b8015d24da3cf129ab2c8c,20 - 29,191000
635bd5ea-55bd-4d99-97fc-187efa38984f,2022-01-17,M,46cfb66e273867779ac0326f0d737df443f92bd1be5f544ea8f29c9594439771,ff7be385eec37408c7b7d2925b02e129558c557b144a81452e53f76e3d72fb87,30 - 39,186000
76760966-d89e-4fbd-93bf-1ed076f15c9a,2021-12-13,M,963f05025bf9138dc8e75ad4fa72fe3a4e9b8e7fb7bdbc20c297cbddf01d15b3,b552b8fa587645c17208ceb7b215ea95e9a0a6900997c55a91fd32ae1f91633d,40 - 49,106000
593fe4a8-fffc-4d67-b5d1-072fd197d5df,2022-05-26,M,f5bdf3ce91dea14e49419a9c0a886f192aabaed667e1693615721849d5e64dac,470ddfca18c33459c636100aa5c717e68a6303d1286a0c1c197ee6a7c78df618,40 - 49,212000
94a83498-f511-400f-87e3-f9301235b8b3,2021-04-08,F,b42c638d7641cc97f82cda165ab2b778084da5d858f2efbecf6795129201ba76,568aaa2e09a731095050203226dc18b47f016a20cfc5f7f5fb63730be9226646,50 - 59,72000
9a4c964b-d3b2-441e-98e0-acb09d26a5b3,2022-04-26,M,1ed6a3e2335b518ca2b2e6c524fff3eddafe7b73ed9f067d2bf0091197beab55,0f5b8221fec977597c0a6e4217be177539c7f53198bc4f05b204a9c0e78a8fd3,50 - 59,46000
04cc01cf-9ddc-4f14-9e25-18a1ff9b101f,2021-07-24,M,2bd65cfadbd5b22504bb17011cb7261caa3697644fb501c1b92c73debd528b45,dcc66982d1d40fc6e29cbbc9bca9605392f1fb7c34805575370150b00fc8f3a0,40 - 49,100000
20094be9-6c8c-4f1e-b328-ac901eb4a120,2019-09-15,F,c374241804df8e1befdd2d68903876255db9a34f659a80d5e1fc4b714e605285,32c8e1b72e416e7e01f61d98fea7ebbc2cf663823423375cf3362a23a1e4ba09,40 - 49,229000
cf0bc8b1-f8ec-442b-b477-d10a9b5d41e8,2021-06-11,M,0ebbb371573d91fc2b08bb394bdee375e92da8dceb7f86051139a6c4744b64c6,480ca3e8544f4578b9d1324b24f76b16533807dae43cc8f689046cdb5fe03189,30 - 39,40000
0730bb72-7971-40ab-8e0f-a550e7b42286,2020-01-25,M,03a5a89e388b56e8ce79a6c99a84b18d946b115580bca7b58a899f011fdc6c12,6a164140a26b234ac36b8df9f0c99f8db057dcd60e3e34f3a4a209f90bb353bb,50 - 59,85000
6cfd4d24-1aa9-4091-8933-d92802e3124f,2019-07-07,M,9ee83edce3cc4942f1bdfd65776b0815b411ffeb978187c2b63c9cdfffd50246,5aa313eca5f2af3d69da3f96a9aff757bd20c398d25f8b9f660b0a6c2d3648dd,60 - 69,189000
9b90c3dc-8b73-4216-a0fe-7a1e04c4f026,2019-10-27,F,de2b8f08876463dcdc4e5aecdb5874410bf5e870c30c577ae67161db16172085,7bf7b15c72ffba891e6ccb795a731983fccd6bafbe7125cae8ecc9995168cf54,30 - 39,36000
9aa7cfae-c0ac-45e6-bf6d-bb83147af2f8,2019-07-30,M,9b668d1392cc194b076a5b81e3c2fd2302d1b9d6ff45354df199145156275c2b,d13fec58841f615f67c21bcd0aa169f778a5ab9fe337f4ce78b0c046eac70d0e,50 - 59,102000
390d60a8-2ac8-4f89-afe5-b97309ccc6cb,2019-11-01,M,c1e021e9fdb142ee94811b2c3eaca7e0a376705a45342713d6b95c6a38c2be03,f04c1c7e30210f09d47fca93074fed043943bf351b03371e6cfc579d94fe81ee,40 - 49,151000
f4a3a20c-c052-4bc4-bf9d-6818b7de20a1,2020-06-10,F,ab69c6e85d4f90d884f7ee5a019027b907e22f385e11792fa57f82fc91884a71,d481955bc6e43b3a229cd4c847d37c9caa19247a8eccbeeadd1eafaa2cae4fb6,10 - 19,126000
825ddda3-ee11-4837-875b-337d6c9eb3b1,2021-03-07,F,cf295b70d1e218fff5711cf0f840c5cc8d0239be2285ea4b55a66c951d08e714,1dc29cf5d052df1cd28569fa3462ff6ef8136fe609c50665b4eb715af6040292,20 - 29,245000
b6c37cb2-95dc-43bc-ab81-e5762af4381c,2019-11-26,M,dddc321dbed47aa05c5d953a336fe6b19c47bf9b826c20e2a6d0eaa504de3f62,f4847d82e250fb2fe31ac9bb95a630cd86fd8352e50cb68519863b969829a1e2,20 - 29,187000
8ea02997-c54c-4a68-bcc5-fd3575ff8088,2021-05-23,M,6aacb5cdafde89afcaa042b58c534b61d276a0a0352cdd2f0251448347163744,89fb0ae14a04ebb8b37acf0f5a687a29bc4e1da051a184b27dc6141866469b6c,50 - 59,203000
f9fecb18-bba2-44e1-a23f-b488a38b537c,2021-08-17,M,6a3ad96de43cc545598ce12622acbe5ab14384a877c87dfbb62657c0aa4bd246,73329ba999ae152c05283276af0f261b9d001559fb20c43ec5fcba23c4522d7b,50 - 59,88000
78f5906c-6a18-48f1-935c-14b57b9921b8,2022-04-01,M,ca235a8318b29d59e4d4f0284b10028d226ac2d6c120a6d943c5f80b6944d19d,e7d678f294e1457fc9c67f4dca791724f0af142e96bc591712c85aa4a8c3d16b,50 - 59,65000
297028b1-2ce4-43e7-99be-3f9680bd7ba2,2019-07-03,M,cac174019a6ff1353dc49e695318055bf0a4b63781573ee174af59de2c6e8377,dae363acb83fcd3a1885dd540401284a15080abc5e36f2a94158cd47c68f58b4,30 - 39,109000
b61fec83-7801-49df-a18c-2ee083d7a305,2021-05-25,F,6f32cef7c4fb37c82d49aae85f3105fae49aa0c1ed99d48be04b6548d80f03b8,ba13cc524e8bdc26fbc3c4e0cff08e8b2322c6099301e927d408a4c513e0ac4e,10 - 19,239000
4fbd693b-57b6-48fc-9972-aaa5b52c2c5f,2021-11-19,M,f73a290085cb5297403f61952c20e3a80fe2e0cae2ef362318db60077e8e64a3,6d86dbd1ea31f1680b69b1671c24f92639e2eb73ee7c4015109391e9762952e2,30 - 39,118000
